招聘标题,公司名称,工作地点,薪资,链接,工作内容
仓管员/配件管理员/配件主管,广州市昌海汽车配件有限公司,广州-白云区,4-5万/年,http://jobs.51job.com/guangzhou-byq/98776717.html?s=01&t=0,"岗位职责：1. 管理出入库零部件，严格执行各项规章制度，做到收有据、发有凭，及时运用“用心软件”登账、销账，手续齐全，把好收、管、发三关；2. 严格执行“产品质量体系及质量标准”规定进行验收、发工作；3. 负责检查零部件的数量、质量、码放等是否合乎要求，做到保质保量；4. 根据零部件储存原则，合理安排零部件的存放地点，记录保管帐及货位号并及时按需要调整货位；5. 定期盘点，做到帐物相符；6. 零部件出、入库按照先进先出原则，并做好物流信息登记工作；7. 搞好仓库的5S工作，定期整理、整顿、清扫，推动仓库管理制度的执行，营造令人心旷神怡的工作环境，带动全员工整体素质的提高；8. 安全、防火，注意通风状况，检查零部件的堆放及安全情况，发现隐患和异常应立即报告；9. 及时信息反馈，如有储备不足或滞销现象发生，及时报告。10.积极配合其他部门工作开展和协调沟通，营造良好的工作氛围。11.监督和管理仓库相关工作，协助仓库员各项工作12.做好相关业务知识和专业知识的培训和指导工作；以上9、10、11、12条为仓库主管重点工作，请悉知！ 任职要求：1，主管或经理岗位需有同岗工作经验1年以上；2，需持驾驶证C1以上资格，并能娴熟操纵汽车；3，工作认真，责任心强，对电脑软件熟悉操作，对数字比敏感的4，有4S店配件部工作经验的优先；5，能吃苦耐劳的，上进心强的；6,能接受外派的优先；"
会计、出纳,武汉市黄陂木兰山文武学校,武汉,2.5-2.8千/月,http://jobs.51job.com/wuhan/45149859.html?s=01&t=0,1、大专以上学历，有会计从业资格证；2、有责任心、诚实守信、执行能力强3、有实际出纳经验者优先录用。4、对办公软件熟悉 最好住在汉口
房地产中介，超高提成点,武汉中诺德文化传播有限公司,武汉-东湖新技...,0.4-1万/月,http://jobs.51job.com/wuhan-dhxjs/99559899.html?s=01&t=0,"一、岗位要求：  1、学历不限,年龄18-35岁,男女不限;(应届毕业生，实习生均可)  2、普通话流利，有敬业精神，吃苦耐劳；  3、对商业地产、写字楼租赁、商铺租赁有浓厚的兴趣，有较强的学习能力和良好的团队协作精神；  4、愿意挑战自己，愿意挑战高薪，愿意承受较强的工作压力；  5、对自己有目标、有要求、有欲望的有为青年；   二、岗位职责:  1、负责商业写字楼房源的开发和维护；  2、接待来访客户；接待来电客户，为他们提供专业的房地产咨询服务；做信息的合理匹配；  3、陪同客户实地看房,进行商务谈判,签订三方合同,促成买卖和租赁业务；  4、熟悉负责区域的写字楼，商铺的相关信息，与业主进行有效沟通，确认相关物业信息。   三、加入我们,您将拥有:  1、优越的薪酬  底薪3000元+高额提成(40%起―80%)提成全面点高于同行+带薪培训+保险  2、快速的成长  置业顾问――资深置业顾问――实习店长――店长――区域经理――大区总监"
平面设计实习生（上市公司）,广州中海达卫星导航技术股份有限公司,广州-番禺区,2-3千/月,http://jobs.51job.com/guangzhou-pyq/99559580.html?s=01&t=0,岗位职责：1.负责设计、延展市场活动所需物料；2.负责优化网站版面设计，并跟进制作；3.收集公司各项目图片素材，根据需求进行美化；4.负市场部所需图片素材的简单设计，提升公司形象；5.负责做好网站、新媒体方面的平面设计工作。任职要求：?1.一周保证3天以上的实习时间；2.有从事平面设计经验；3.有较强的审美、沟通协调能力和创新开拓意识，思路清晰，反应敏捷；4.能熟练使用AI、Photoshop、Coreldraw等设计软件；5.有很好的团队协作能力。
机加工师傅/夹具师傅,深圳市金信达科技有限公司,深圳,6-8千/月,http://jobs.51job.com/shenzhen/98549530.html?s=01&t=0,1：服从上级领导安排、具备良好的团队合作意识，能吃苦耐劳，能按时按质完成上级安排的工作任务！2：从事铣床加工行业5年以上工作经验，能熟练的操作铣床，磨床，能看懂图纸并独立完成生产任务。3：对设备能进行简单的维护，有夹具制作经验优先。4：诚聘，非诚勿扰！
效果图设计师,江苏华博创意产业有限公司,上海-黄浦区,0.6-1万/月,http://jobs.51job.com/shanghai-hpq/99559300.html?s=01&t=0,1、根据设计方案，独立负责完成效果图的制作与修改；2、协助主案设计师完成整套设计方案；3、熟练操作草图大师、Photoshop、VRay等图形软件，精通3DMAX，懂高级建模，高级渲染。任职要求：1、大专以上学历，建筑、艺术设计等相关美术专业；2、有熟练的效果图制作技巧，有大量的案例经验。
诚聘客服兼淘宝美工助理（不限经验/双休）,厦门五颗星信息科技有限公司,厦门,3.5-4.8千/月,http://jobs.51job.com/xiamen/90198978.html?s=01&t=0
急招平面设计,深圳豪彩倚天广告有限公司,深圳-龙华新区,4.5-6千/月,http://jobs.51job.com/shenzhen-lhxq/75335372.html?s=01&t=0,"负责公司形象展示宣传、产品图册设计、宣传册设计、易拉宝设计、X展架平面广告设计，根据客户的需求完成设计、排版、调色等工作。岗位要求：1.熟练应用CDR、PS、AI等平面设计软件；2.能高效率完成设计排版工作；3.吃苦耐劳，有较好沟通能力，色彩感观优秀更佳。						"
高薪诚聘汽车销售,陕西一揽天工贸有限责任公司,西安-未央区,0.3-1.5万/月,http://jobs.51job.com/xian-wyq/98122083.html?s=01&t=0
铣床工,苏州市益维高机器制造有限公司,苏州-吴中区,4.5-5.5千/月,http://jobs.51job.com/suzhou-wzq/96514353.html?s=01&t=0,1、机械制造或模具专科学历；2、有2年以上铣床加工工作经验；3、能看懂机械图纸，熟练操作万能滑轨铣床；4、具有良好的沟通能力和团队合作精神。
高级结构工程师,深圳市新能安华技术有限公司,深圳-宝安区,1.5-2万/月,http://jobs.51job.com/shenzhen-baq/94606549.html?s=01&t=0
客户代表( 包住+五险一金+西式化培训),苏州诺锦智能科技有限公司,苏州-吴中区,4.5-6千/月,http://jobs.51job.com/suzhou-wzq/94324230.html?s=01&t=0,"苏州诺锦智能科技有限公司是香港诺嘉国际集团在苏州设立的一家分公司.香港诺嘉国际集团（Reliance Carnival INT,G）公司扎根于中国17年，面向全国乃至全世界专业生产销售健康按摩器材、高档卫浴五金(在红星美凯龙设有形象店）的优质企业，目前诺嘉已有100多家分公司（苏州,上海、北京，天津、深圳、重庆,成都，杭州、无锡、福州、厦门，南京、西安，太原，合肥，郑州，洛阳，哈尔滨，青岛，长沙，武汉，济南，等地）；岗位职责：1、高中或以上学历、热情积极，有责任感，学习能力强；2、具有良好的心理素质及良好的沟通能力；3、有销售工作经验者优先；（同时也欢迎优秀应届毕业生）4、较强的沟通能力、敏锐的市场洞察力和分析判断能力；5、抗压能力强，可承担高强度工作压力；任职要求：1、性格开朗、形象气质佳，具备在较强压力下出色完成任务的能力；2、良好的服务意识 ，勤奋、敬业、注重组织纪律、具有团队精神；3、有较强的市场感知能力，敏锐地把握市场动态和市场方向的能力；4、有进取心，有目标和动力，具有向高薪挑战的信心；5、具备一定的客户意识，良好的协调组织能力，人际敏感性；6、心理素质好，抗压能力强；7、热爱销售工作，有强烈的个人进取心和对成功的渴望；薪金待遇：1、底薪+提成+补助+管理奖金（综合工资6000元/月以上）一经录用公司提供系统化的带薪培训；（本职位对优秀的应/往届毕业生开放）2、公司每年对优秀员工提供一/二次出国或国内旅游培训机会；3、分公司内部每年召开一/二次中/高层领导休闲渡假会议；4、对申请需要住宿的人员免费提供住宿，年薪80000以上；联系方式：王小姐18913178236邮箱：1013097256@qq.com官方网址：www.rca-hk.com工作地址：苏州吴中区宝带西路111号城龙大厦701-702室						"
Android应用架构师,鼎桥通信技术有限公司,成都-高新区,1.5-2.5万/月,http://jobs.51job.com/chengdu-gxq/99559301.html?s=01&t=0,岗位职责： 1、Android终端软件研发，重点在APP架构设计；2、架构相关、产品SDK封装相关需求分析和设计；3、关键模块与核心代码的编写与检视；4、软件架构优化、解耦设计、效率提升等；5、疑难问题的分析与解决； 6、新技术预研。任职要求：1、计算机相关专业研究生及以上学历（工作经验丰富的学历可以放宽）； 2、精通Java，负责过至少2款大型Android应用的软件架构设计和核心模块的开发；3、六年以上Android开发经验，精通Android体系架构，对Android 应用架构有深刻理解；4、主导架构相关、产品SDK相关特性核心框架代码开发；5、有优化Android APP 内存使用，响应效率、体积大小、功耗优化、插件开发等相关经验者优先；6、熟练使用Ant、Gradle 项目构建工具；7、良好的沟通协调能力以及团队合作能力，关键问题的攻关能力
预结算员,上海新紫茂企业发展（集团）有限公司,上海-浦东新区,3-4.5千/月,http://jobs.51job.com/shanghai-pdxq/99263924.html?s=01&t=0,岗位要求：1、造价相关专业；2、会CAD，能看懂建筑相关图纸最好；
C#高级软件工程师（高薪）,深圳市嘉明特科技有限公司,深圳-宝安区,0.8-2万/月,http://jobs.51job.com/shenzhen-baq/76053530.html?s=01&t=0,"专业知识：1、精通基于.NET框架的C/S(WinForm/WPF/Windows Service)应用程序开发，有商业项目开发经验；2、熟练使用Microsoft Viaual Studio / Microsoft SQL Server Management Studio等工具；3、熟悉数据库（MSSQL/Oracle/SQLite）；4、具有良好的代码编写风格，有较强的自学能力，主动学习新技术，掌握新技能；任职要求：1、热爱软件事业、富有激情；有强烈的责任感；2、具有良好的团队意识，具有良好沟通协调能力；急招岗位，待遇从优						"
